id,name,award_level,total_credits,delivery_mode,campuses,url,tags,description
46913,Certificate of Professional Preparation | Code: CPP03 | 15 credits |,CERTIFICATE,18,TBD,TBD,TBD,ai,"This program is designed to provide baccalaureate-prepared students with the knowledge and skills necessary to work as and technologists plan and conduct instructional design work shops, seminars, and trainings for learning and organizational and deliver comprehensive, highly-engaging and interactive train ing experiences and evaluation strategies for all learning solutions that demonstrate impact and effectiveness. Instructional designers promote collaboration, partnerships, and relationships a"
258143,Certificate of Professional Preparation | Code: PBC05 | 28 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;business;cybersecurity;network,"Modern computer networks are increasingly pervasive and complex. They help improve the speed and efficiency of daily business opera tions, allowing for easy information discovery, storage, sharing, and protection. As technology evolves, it is indispensable for organiza tions to maintain the efficiency, speed and security of computer networks, thus facilitating seamless collaboration among people"
515333,Certificate of Professional Preparation | Code: CPP02 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,,
817194,Certificate of Professional Preparation | Code: PBC06 | 28 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;engineering,Software engineers contribute to the development and maintenance of computer systems software and applications software. Computer systems software consists of programs that include computing utilities and operating systems. Applications software includes a variety of user-focused programs from web-browsers to multimedia
581968,Certificate of Professional Preparation | Code: PBC07 | 24 credits,CERTIFICATE,18,TBD,TBD,TBD,ai;cybersecurity;data;network,Vulnerability Assessment is a cybersecurity specialty for profession als who protect and defend an organization's information system from various threats. They perform assessments of systems and networks against known vulnerabilities and recommend appropriate
429411,Certificate of Professional Preparation| Code: PBC04 | 24 Credits,CERTIFICATE,18,TBD,TBD,TBD,cybersecurity;data;network,"Cyber Defense is a cybersecurity specialty for professionals who protect and defend an organization's information system from various threats. They use data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze cybersecurity events and mitigate potential cyberattacks"
689547,Certificate of Professional Preparation | Code: PBC03 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,ai,"This program is designed to provide baccalaureate-prepared students with the knowledge and skills necessary to work as instructional designers and technologists. Instructional designers and technologists may plan and conduct training for teachers related to teaching methods or the use of technology. Instructional designers and technologists oversee school curriculums and teaching standards. They develop instructional material, coordinate its implementation with teachers and principals, and asses"
485951,Certificate of Professional Preparation | Code: PBC02 | 15 credits,CERTIFICATE,18,TBD,TBD,TBD,,
812456,Certificate of Professional Preparation| Code: PBC06 | 28 Credits,CERTIFICATE,18,TBD,TBD,TBD,ai;engineering,Software engineers contribute to the development and maintenance of computer systems software and applications software. Computer systems software consists of programs that include computing utilities and operating systems. Applications software includes a variety of user-focused programs from web-browsers to
39723,Certificate of Professional Preparation| Code: PBC07 | 24 Credits,CERTIFICATE,18,TBD,TBD,TBD,ai;cybersecurity;data;network,Vulnerability Assessment is a cybersecurity specialty for professionals who protect and defend an organization's information system from various threats. They perform assessments of systems and networks against known vulnerabilities and recommend appropriate mitigation countermeasures against potential cyberattacks and
67099,Associate in Arts | Code: 10504 | 60 credits,AA,60,TBD,TBD,TBD,accounting;business;cs,"This pathway offers fundamental instruction in accounting and related subjects (such as economics or business). Students who wish to become an accountant may transfer to senior colleges or univer sities that offer baccalaureate degrees in accounting. Accountants work in a variety of settings such as corporations, small businesses,"
592949,Associate in Arts | Code: 10100 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;cs;data;engineering,"Agriculture is the art, science and industry of managing the growth of plants and animals for human use. The pathway, if followed, provides preparation in the sciences of biology (including botany), chemistry and/or physics. The range of careers in agriculture extends from rural farming to urban landscaping, with numerous specializa tions in areas such as hydroponics, agricultural engineering, animal husbandry, food packing and processing and soil chemistry."
663105,Associate in Arts | Code: 12200 | 60 credits,AA,60,TBD,TBD,TBD,ai,"Anthropology studies all aspects of human life by evaluating society, evolution and culture. The pathway, if followed, provides course preparation in the four fields of the discipline: cultural anthropology, Most anthropologists are researchers who work in museums or edu cational institutions. Students majoring in anthropology should plan to obtain the Ph.D. degree to fully succeed in the field."
563727,Associate in Arts | Code: 10200 | 60 credits,AA,60,TBD,TBD,TBD,architecture;construction;cs;engineering,"This pathway provides a foundation in areas such as architectural drawing, design and structure, as well as necessary courses in math ematics. Students may transfer to one of three universities in Florida that have accredited programs in architecture. An architect designs and oversees the construction or remodeling of buildings, working with engineers and contractors toward a prescribed goal."
739964,Associate in Arts | Code: 10304 | 60 credits,AA,60,TBD,TBD,TBD,cs,"The Area and Ethnic Studies pathway, if followed, offers a flexible and interdisciplinary approach that provides the foundations of history, politics and literature of various groups. Students can concentrate in a specific area such as African-American/Black studies, American studies, Asian Studies, Jewish studies, Latin American studies, or Women's stud ies. These studies could lead to careers in sociology, political science, or academic work in areas such as comparative literature or history."
551388,Associate in Arts | Code: 11000 | 60 credits,AA,60,TBD,TBD,TBD,ai;cs,"This pathway, if followed, offers hands-on preparation in medias such as ceramics, jewelry making and metalsmithing, painting, pho tography, print making and sculpture. Additionally, the curriculum includes design, art history and education classes, so that students may work as artists or art teachers."
904945,Associate in Arts | Code: 11903 | 60 credits,AA,60,TBD,TBD,TBD,aviation,"To transfer to a four-year program in atmospheric science and meteorology, students must take science and math courses as well as introductory courses in meteorology. Job opportunities may include weather forecasting in aviation, marine or shipping companies, government agencies, and broadcasting or transporta tion industries. Additionally, meteorologists may work with other scientists researching phenomena such as volcanoes, hurricanes"
752852,Associate in Arts | Code: 10400 | 60 credits,AA,60,TBD,TBD,TBD,biotech;data,"Biology, or life science, is the study of all aspects of living organisms, emphasizing the relationship of animals and plants to their environ ment. This pathway provides the first two years of a four-year cur riculum for students planning to major in biology, botany, zoology, marine biology, ecological studies or microbiology. Biology majors may also enter professional schools in medicine, dentistry, veterinary"
464736,Associate in Arts | Code: 12207 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;cs;data;engineering,"Biotechnology is the practice of using living organisms to make products or improve processes. It combines elements of biology, chemistry, engineering, and computing. This pathway provides the first two years of a four-year curriculum for students planning to major in biotechnology, biology, chemistry, or bioinformatics. Majors may also enter professional schools in related disciplines"
908581,Associate in Arts | Code: 10907 | 60 credits,AA,60,TBD,TBD,TBD,architecture;business;construction,This pathway is for students primarily interested in the construc tion of buildings rather than their architectural design. Coursework includes math and science subjects as well as courses in business and construction. A four-year degree in this program will prepare students to enter the building construction industry at the man
758186,Associate in Arts | Code: 10503 | 60 credits,AA,60,TBD,TBD,TBD,accounting;business;cs,"Business Administration includes courses in accounting, business law and finance, as well as more generalized courses in mathemat ics. Students may transfer to senior colleges or universities that offer baccalaureate degrees in business administration. Ultimately, graduates may work in the fields of banking, finance, marketing,"
83097,Associate in Arts | Code: 11901 | 60 credits,AA,60,TBD,TBD,TBD,chemistry;engineering,"Chemistry is the science that investigates the composition, proper ties and change of properties of elementary forms of matter. This pathway provides the first two years of a four-year curriculum leading to a baccalaureate degree in chemistry. Chemists may work as researchers, analysts, or quality control specialists in companies that manufacture anything from pharmaceuticals to food products. Additionally, students may pursue careers in medicine, environmen tal science, chemical engineering or "
680408,Associate in Arts | Code: 11005 | 60 credits,AA,60,TBD,TBD,TBD,ai;animation,"This pathway, if followed provides students the foundations to develop creative and artistic skills, utilizing advanced computer skills. Studies include basic drawing and figure drawing, use of computer animation software and general education, as well as evaluation of trends and standards in the animation industry for television and film."
856397,Associate in Arts | Code: 10702 | 60 credits,AA,60,TBD,TBD,TBD,business;data;network,"CIS focuses on the structure, management and control of informa tion resources on computers. Coursework includes business and math classes, as well as courses in information systems and programming languages. Students transfer to four-year institutions and major in computer information systems, computer and information sciences, information sciences, or management information systems. Degrees lead to careers in systems analysis, computer application program ming, database management, network ser"
213642,Associate in Arts | Code: 10703 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;cs;data,"The Computer Science pathway, if followed, offers courses in pro gramming and applications and provides a thorough grounding in mathematics, biology, chemistry and physics. Computer scientists design technical programs, do research, create new technologies, develop operating systems, code device drivers, write specialized programming languages and implement complex applications in a variety of settings. Computer Science requires skills in mathematics and physics. Students must complete Calculus "
356322,Associate in Arts | Code: 12204 | 60 credits,AA,60,TBD,TBD,TBD,cybersecurity,"The AA in Criminal Justice Administration offers a comprehensive overview of the criminal justice system, with coursework in criminol ogy, corrections, criminal justice law, and homeland security. It is ideal"
696167,Associate in Arts | Code: 11003 | 60 credits,AA,60,TBD,TBD,TBD,,"Studio classes feature modern dance and ballet, and the pathway also includes theoretical courses. This curriculum meets the pre-professional and general education course requirements for transfer, but students should meet with an advisor to discuss the specific requirements of the four-year institution they plan to attend. Often, departments in four- year institutions will require an audition. This pathway is designed to prepare students pursuing careers in choreography or the performance of ba"
820622,Associate in Arts | Code: 11305 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;cs;data,"This pathway provides the science education needed to transfer to a four-year program in dietetics. Chemistry, biology, anatomy and physiology are emphasized in this pathway. Dieticians and nutrition specialists may work as meal planners in institutions such as schools and hospitals, in the food products or health and fitness industry, or in a range of health and medical professions."
612009,Associate in Arts | Code: 11002 | 60 credits,AA,60,TBD,TBD,TBD,,"This is a comprehensive pathway in all aspects of theatrical produc tion, including lighting, costuming, make-up and other aspects of stagecraft. Students may participate in stage productions which are presented to the public throughout the academic year. While this pathway does provide the necessary coursework to transfer to a four- year institution, some departments in four-year colleges and universi ties will require an audition or portfolio, depending on the student's intended area of study."
891881,Associate in Arts | Code: 12201 | 60 credits,AA,60,TBD,TBD,TBD,ai;business;cs,"The study of Economics seeks to analyze and describe the produc tion, distribution, and consumption of wealth. This pathway empha sizes fundamental coursework in business and mathematics. While many students choose to obtain graduate degrees, economists with"
518223,Associate in Arts | Code: 10905 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesi"
312608,Associate in Arts | Code: 10904 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, biomedical chemical, civil, computer, electrical, industrial, mechani cal, ocean, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesi"
576201,Associate in Arts | Code: 10906 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics,"
